Lane	Stock	JulDate	Fish	Vial	Tray	CatchDate	Year	Contact	SampleName	Comments	Identification	
6	1023	191	15	60302-1	3025	2000-07-09	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
7	1023	191	16	60302-2	3025	2000-07-09	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
8	1023	192	17	60302-5	3025	2000-07-10	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
9	1023	195	18	60306-7	3025	2000-07-13	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
10	1023	196	19	60307-6	3025	2000-07-14	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
11	1023	196	20	60307-8	3025	2000-07-14	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
12	1023	196	21	60308-9	3025	2000-07-14	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
13	1023	197	22	60309-5	3025	2000-07-15	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
14	1023	197	23	60310-6	3025	2000-07-15	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
15	1023	198	24	60312-9	3025	2000-07-16	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
16	1023	198	25	60313-1	3025	2000-07-16	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
17	1023	198	26	60313-3	3025	2000-07-16	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
18	1023	198	27	60313-6	3025	2000-07-16	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
19	1023	199	28	60314-1	3025	2000-07-17	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
20	1023	199	29	60315-1	3025	2000-07-17	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
21	1023	199	30	60315-2	3025	2000-07-17	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
22	1023	200	31	60317-6	3025	2000-07-18	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
23	1023	200	32	60318-6	3025	2000-07-18	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
24	1023	200	33	60319-8	3025	2000-07-18	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
25	1023	200	34	60320-2	3025	2000-07-18	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
26	1023	201	35	60322-1	3025	2000-07-19	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
27	1023	202	36	60325-2	3025	2000-07-20	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
28	1023	202	37	60326-4	3025	2000-07-20	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
29	1023	202	38	60327-2	3025	2000-07-20	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
30	1023	202	39	60328-1	3025	2000-07-20	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
31	1023	203	40	60328-4	3025	2000-07-21	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
32	1023	203	41	60329-4	3025	2000-07-21	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
33	1023	203	42	60329-8	3025	2000-07-21	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
34	1023	203	43	60330-5	3025	2000-07-21	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
35	1023	203	44	60331-3	3025	2000-07-21	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
36	1023	203	45	60331-5	3025	2000-07-21	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
37	1023	203	46	60332-3	3025	2000-07-21	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
38	1023	203	47	60332-5	3025	2000-07-21	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
39	1023	204	48	60334-1	3025	2000-07-22	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
40	1023	204	49	60336-2	3025	2000-07-22	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
41	1023	204	50	60336-3	3025	2000-07-22	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
42	1023	205	51	60338-6	3025	2000-07-23	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
43	1023	205	52	60339-3	3025	2000-07-23	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
44	1023	205	53	60340-1	3025	2000-07-23	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
45	1023	205	54	60340-7	3025	2000-07-23	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
46	1023	206	55	60342-4	3025	2000-07-24	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
47	1023	206	56	60343-9	3025	2000-07-24	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
49	1023	206	57	60345-8	3025	2000-07-24	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
50	1023	206	58	60346-3	3025	2000-07-24	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
51	1023	207	59	60347-9	3025	2000-07-25	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
52	1023	207	60	60348-2	3025	2000-07-25	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
53	1023	207	61	60350-1	3025	2000-07-25	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
54	1023	207	62	60350-2	3025	2000-07-25	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
55	1023	208	63	60601-5	3025	2000-07-26	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
56	1023	208	64	60604-1	3025	2000-07-26	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
57	1023	208	65	60604-2	3025	2000-07-26	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
58	1023	208	66	60604-4	3025	2000-07-26	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
59	1023	208	67	60606-3	3025	2000-07-26	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
60	1023	208	68	60606-6	3025	2000-07-26	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
61	1023	209	69	60608-8	3025	2000-07-27	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
62	1023	209	70	60609-2	3025	2000-07-27	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
63	1023	209	71	60610-10	3025	2000-07-27	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
64	1023	209	72	60611-4	3025	2000-07-27	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
65	1023	210	73	60613-5	3025	2000-07-28	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
66	1023	210	74	60613-8	3025	2000-07-28	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
67	1023	210	75	60614-5	3025	2000-07-28	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
68	1023	211	76	60618-8	3025	2000-07-29	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
69	1023	211	77	60618-9	3025	2000-07-29	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
70	1023	211	78	60619-8	3025	2000-07-29	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
71	1023	212	79	60620-6	3025	2000-07-30	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
72	1023	212	80	60621-5	3025	2000-07-30	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
73	1023	212	81	60622-4	3025	2000-07-30	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
74	1023	212	82	60624-5	3025	2000-07-30	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
75	1023	213	83	60624-6	3025	2000-07-31	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
76	1023	213	84	60626-3	3025	2000-07-31	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
77	1023	213	85	60626-10	3025	2000-07-31	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
78	1023	213	86	60627-5	3025	2000-07-31	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
79	1023	213	87	60628-1	3025	2000-07-31	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
80	1023	213	88	60628-3	3025	2000-07-31	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
81	1023	213	89	60628-5	3025	2000-07-31	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
82	1023	214	90	60629-5	3025	2000-08-01	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
83	1023	215	91	60629-8	3025	2000-08-02	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
84	1023	215	92	60629-10	3025	2000-08-02	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
85	1023	216	93	60631-9	3025	2000-08-03	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
86	1023	216	94	60632-1	3025	2000-08-03	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
87	1023	216	95	60632-6	3025	2000-08-03	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
88	1023	217	96	60633-9	3025	2000-08-04	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
89	1023	218	97	60634-8	3025	2000-08-05	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
90	1023	219	98	60636-4	3025	2000-08-06	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
91	1023	219	99	60636-6	3025	2000-08-06	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
92	1023	219	100	60636-7	3025	2000-08-06	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
93	1023	220	101	60637-5	3025	2000-08-07	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
94	1023	220	102	60637-9	3025	2000-08-07	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
95	1023	221	103	60638-8	3025	2000-08-08	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
96	1023	223	104	60639-2	3025	2000-08-10	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
1	1023	226	105	60640-6	3026	2000-08-13	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
2	1023	229	106	60641-3	3026	2000-08-16	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
3	1023	193	107	60951-9	3026	2000-07-11	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
4	1023	195	108	60953-1	3026	2000-07-13	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
5	1023	195	109	60953-4	3026	2000-07-13	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
6	1023	196	110	60954-3	3026	2000-07-14	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
7	1023	197	111	60956-1	3026	2000-07-15	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
8	1023	197	112	60956-4	3026	2000-07-15	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
9	1023	198	113	60957-5	3026	2000-07-16	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
10	1023	198	114	60957-7	3026	2000-07-16	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
11	1023	202	115	60962-6	3026	2000-07-20	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
12	1023	202	116	60962-7	3026	2000-07-20	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
13	1023	202	117	60963-8	3026	2000-07-20	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
14	1023	203	118	60964-7	3026	2000-07-21	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
15	1023	204	119	60965-8	3026	2000-07-22	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
16	1023	207	120	60970-1	3026	2000-07-25	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
17	1023	207	121	60970-2	3026	2000-07-25	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
18	1023	207	122	60970-7	3026	2000-07-25	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
19	1023	207	123	60970-9	3026	2000-07-25	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
20	1023	207	124	60971-10	3026	2000-07-25	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
21	1023	207	125	60972-9	3026	2000-07-25	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
22	1023	207	126	60973-4	3026	2000-07-25	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
23	1023	207	127	60974-2	3026	2000-07-25	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
24	1023	207	128	60974-5	3026	2000-07-25	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
25	1023	207	129	60975-1	3026	2000-07-25	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
26	1023	208	130	60976-10	3026	2000-07-26	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
27	1023	208	131	60977-10	3026	2000-07-26	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
28	1023	208	132	60978-2	3026	2000-07-26	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
29	1023	208	133	60979-6	3026	2000-07-26	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
30	1023	208	134	60980-4	3026	2000-07-26	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
31	1023	208	135	60980-7	3026	2000-07-26	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
32	1023	209	136	60981-7	3026	2000-07-27	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
33	1023	209	137	60983-1	3026	2000-07-27	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
34	1023	210	138	60984-2	3026	2000-07-28	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
35	1023	210	139	60985-5	3026	2000-07-28	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
36	1023	210	140	60986-3	3026	2000-07-28	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
37	1023	212	141	60988-5	3026	2000-07-30	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
38	1023	215	142	60991-10	3026	2000-08-02	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
39	1023	217	143	60993-5	3026	2000-08-04	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
40	1023	218	144	60993-8	3026	2000-08-05	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
41	1023	219	145	60994-3	3026	2000-08-06	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
42	1023	220	146	60994-5	3026	2000-08-07	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
43	1023	221	147	60994-10	3026	2000-08-08	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
44	1023	224	148	60995-3	3026	2000-08-11	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
45	1023	204	149	60966-1	3026	2000-07-22	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
46	1023	206	150	60968-10	3026	2000-07-24	 2000	Harding(Joel)	Yukon River retrospective  2000		20170106	
47	1024	193	1	74201-4	3026	2001-07-12	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
49	1024	193	2	74201-8	3026	2001-07-12	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
50	1024	193	3	74201-9	3026	2001-07-12	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
51	1024	194	4	74202-10	3026	2001-07-13	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
52	1024	194	5	74203-4	3026	2001-07-13	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
53	1024	195	6	74204-3	3026	2001-07-14	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
54	1024	195	7	74205-3	3026	2001-07-14	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
55	1024	196	8	74206-10	3026	2001-07-15	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
56	1024	196	9	74207-5	3026	2001-07-15	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
57	1024	196	10	74208-10	3026	2001-07-15	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
58	1024	196	11	74209-2	3026	2001-07-15	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
59	1024	196	12	74209-4	3026	2001-07-15	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
60	1024	197	13	74209-9	3026	2001-07-16	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
61	1024	197	14	74209-10	3026	2001-07-16	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
62	1024	197	15	74210-9	3026	2001-07-16	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
63	1024	197	16	74212-1	3026	2001-07-16	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
64	1024	197	17	74212-3	3026	2001-07-16	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
65	1024	198	18	74213-5	3026	2001-07-17	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
66	1024	198	19	74213-8	3026	2001-07-17	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
67	1024	198	20	74213-10	3026	2001-07-17	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
68	1024	198	21	74214-2	3026	2001-07-17	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
69	1024	198	22	74215-5	3026	2001-07-17	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
70	1024	198	23	74216-2	3026	2001-07-17	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
71	1024	199	24	74216-7	3026	2001-07-18	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
72	1024	199	25	74217-9	3026	2001-07-18	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
73	1024	199	26	74219-1	3026	2001-07-18	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
74	1024	200	27	74219-4	3026	2001-07-19	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
75	1024	200	28	74219-5	3026	2001-07-19	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
76	1024	200	29	74219-10	3026	2001-07-19	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
77	1024	200	30	74220-1	3026	2001-07-19	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
78	1024	200	31	74220-6	3026	2001-07-19	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
79	1024	200	32	74221-2	3026	2001-07-19	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
80	1024	201	33	74221-6	3026	2001-07-20	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
81	1024	201	34	74221-9	3026	2001-07-20	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
82	1024	201	35	74222-7	3026	2001-07-20	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
83	1024	202	36	74223-4	3026	2001-07-21	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
84	1024	202	37	74224-1	3026	2001-07-21	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
85	1024	202	38	74224-4	3026	2001-07-21	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
86	1024	202	39	74224-7	3026	2001-07-21	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
87	1024	203	40	74225-4	3026	2001-07-22	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
88	1024	203	41	74226-1	3026	2001-07-22	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
89	1024	203	42	74226-2	3026	2001-07-22	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
90	1024	203	43	74226-4	3026	2001-07-22	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
91	1024	203	44	74227-1	3026	2001-07-22	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
92	1024	204	45	74228-2	3026	2001-07-23	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
93	1024	204	46	74228-3	3026	2001-07-23	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
94	1024	204	47	74228-4	3026	2001-07-23	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
95	1024	204	48	74228-6	3026	2001-07-23	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
96	1024	204	49	74228-8	3026	2001-07-23	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
12	1024	204	50	74228-9	3027	2001-07-23	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
13	1024	204	51	74229-4	3027	2001-07-23	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
14	1024	190	52	74602-1	3027	2001-07-09	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
15	1024	191	53	74602-8	3027	2001-07-10	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
16	1024	192	54	74602-10	3027	2001-07-11	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
17	1024	191	55	74603-4	3027	2001-07-10	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
18	1024	191	56	74603-9	3027	2001-07-10	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
19	1024	192	57	74604-3	3027	2001-07-11	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
20	1024	192	58	74604-5	3027	2001-07-11	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
21	1024	192	59	74605-1	3027	2001-07-11	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
22	1024	193	60	74606-8	3027	2001-07-12	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
23	1024	194	61	74607-4	3027	2001-07-13	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
24	1024	194	62	74607-8	3027	2001-07-13	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
25	1024	194	63	74608-1	3027	2001-07-13	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
26	1024	194	64	74608-8	3027	2001-07-13	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
27	1024	194	65	74608-9	3027	2001-07-13	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
28	1024	195	66	74609-2	3027	2001-07-14	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
29	1024	195	67	74609-4	3027	2001-07-14	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
30	1024	195	68	74610-3	3027	2001-07-14	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
31	1024	195	69	74611-1	3027	2001-07-14	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
32	1024	196	70	74612-2	3027	2001-07-15	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
33	1024	196	71	74612-7	3027	2001-07-15	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
34	1024	196	72	74613-5	3027	2001-07-15	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
35	1024	196	73	74613-9	3027	2001-07-15	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
36	1024	196	74	74613-10	3027	2001-07-15	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
37	1024	196	75	74614-1	3027	2001-07-15	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
38	1024	196	76	74615-3	3027	2001-07-15	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
39	1024	196	77	74616-1	3027	2001-07-15	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
40	1024	197	78	74616-10	3027	2001-07-16	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
41	1024	197	79	74617-3	3027	2001-07-16	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
42	1024	197	80	74617-6	3027	2001-07-16	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
43	1024	197	81	74620-7	3027	2001-07-16	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
44	1024	197	82	74620-9	3027	2001-07-16	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
45	1024	197	83	74621-5	3027	2001-07-16	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
46	1024	197	84	74621-8	3027	2001-07-16	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
47	1024	197	85	74622-4	3027	2001-07-16	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
49	1024	197	86	74622-5	3027	2001-07-16	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
50	1024	197	87	74622-6	3027	2001-07-16	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
51	1024	197	88	74622-8	3027	2001-07-16	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
52	1024	197	89	74622-9	3027	2001-07-16	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
53	1024	197	90	74623-4	3027	2001-07-16	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
54	1024	197	91	74623-9	3027	2001-07-16	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
55	1024	198	92	74625-2	3027	2001-07-17	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
56	1024	198	93	74625-3	3027	2001-07-17	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
57	1024	198	94	74625-5	3027	2001-07-17	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
58	1024	198	95	74625-6	3027	2001-07-17	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
59	1024	198	96	74625-7	3027	2001-07-17	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
60	1024	198	97	74625-8	3027	2001-07-17	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
61	1024	198	98	74626-1	3027	2001-07-17	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
62	1024	198	99	74626-10	3027	2001-07-17	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
63	1024	198	100	74627-2	3027	2001-07-17	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
64	1024	198	101	74627-3	3027	2001-07-17	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
65	1024	198	102	74627-9	3027	2001-07-17	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
66	1024	198	103	74628-1	3027	2001-07-17	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
67	1024	198	104	74628-4	3027	2001-07-17	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
68	1024	198	105	74628-7	3027	2001-07-17	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
69	1024	198	106	74628-10	3027	2001-07-17	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
70	1024	198	107	74629-1	3027	2001-07-17	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
71	1024	198	108	74629-2	3027	2001-07-17	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
72	1024	198	109	74629-3	3027	2001-07-17	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
73	1024	198	110	74630-3	3027	2001-07-17	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
74	1024	199	111	74631-1	3027	2001-07-18	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
75	1024	199	112	74631-7	3027	2001-07-18	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
76	1024	199	113	74631-9	3027	2001-07-18	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
77	1024	199	114	74632-6	3027	2001-07-18	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
78	1024	199	115	74633-3	3027	2001-07-18	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
79	1024	199	116	74633-5	3027	2001-07-18	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
80	1024	200	117	74634-2	3027	2001-07-19	 2001	Harding(Joel)	Yukon River retrospective  2001		20170106	
