Lane	Stock	JulDate	Fish	Vial	Tray	CatchDate	Year	Contact	SampleName	Comments	Identification	
34	1015	216	103	72729-10	3013	1991-08-04	 1991	Harding(Joel)	Yukon River retrospective  1991		20170106	
35	1015	216	104	72730-6	3013	1991-08-04	 1991	Harding(Joel)	Yukon River retrospective  1991		20170106	
36	1015	216	105	72730-7	3013	1991-08-04	 1991	Harding(Joel)	Yukon River retrospective  1991		20170106	
37	1015	216	106	72731-5	3013	1991-08-04	 1991	Harding(Joel)	Yukon River retrospective  1991		20170106	
38	1015	217	107	72733-4	3013	1991-08-05	 1991	Harding(Joel)	Yukon River retrospective  1991		20170106	
39	1015	217	108	72734-2	3013	1991-08-05	 1991	Harding(Joel)	Yukon River retrospective  1991		20170106	
40	1015	217	109	72734-8	3013	1991-08-05	 1991	Harding(Joel)	Yukon River retrospective  1991		20170106	
41	1015	217	110	72736-5	3013	1991-08-05	 1991	Harding(Joel)	Yukon River retrospective  1991		20170106	
42	1015	218	111	72737-4	3013	1991-08-06	 1991	Harding(Joel)	Yukon River retrospective  1991		20170106	
43	1015	218	112	72737-7	3013	1991-08-06	 1991	Harding(Joel)	Yukon River retrospective  1991		20170106	
44	1015	218	113	72738-10	3013	1991-08-06	 1991	Harding(Joel)	Yukon River retrospective  1991		20170106	
45	1015	218	114	72741-9	3013	1991-08-06	 1991	Harding(Joel)	Yukon River retrospective  1991		20170106	
46	1015	218	115	72741-10	3013	1991-08-06	 1991	Harding(Joel)	Yukon River retrospective  1991		20170106	
47	1015	218	116	72742-1	3013	1991-08-06	 1991	Harding(Joel)	Yukon River retrospective  1991		20170106	
49	1015	218	117	72743-3	3013	1991-08-06	 1991	Harding(Joel)	Yukon River retrospective  1991		20170106	
50	1015	218	118	72743-5	3013	1991-08-06	 1991	Harding(Joel)	Yukon River retrospective  1991		20170106	
51	1015	218	119	72744-9	3013	1991-08-06	 1991	Harding(Joel)	Yukon River retrospective  1991		20170106	
52	1015	219	120	72747-6	3013	1991-08-07	 1991	Harding(Joel)	Yukon River retrospective  1991		20170106	
53	1015	219	121	72747-8	3013	1991-08-07	 1991	Harding(Joel)	Yukon River retrospective  1991		20170106	
54	1015	219	122	72748-4	3013	1991-08-07	 1991	Harding(Joel)	Yukon River retrospective  1991		20170106	
55	1015	220	123	72749-9	3013	1991-08-08	 1991	Harding(Joel)	Yukon River retrospective  1991		20170106	
56	1015	222	124	72804-7	3013	1991-08-10	 1991	Harding(Joel)	Yukon River retrospective  1991		20170106	
57	1015	223	125	72805-4	3013	1991-08-11	 1991	Harding(Joel)	Yukon River retrospective  1991		20170106	
58	1015	226	126	72807-2	3013	1991-08-14	 1991	Harding(Joel)	Yukon River retrospective  1991		20170106	
59	1015	226	127	72807-3	3013	1991-08-14	 1991	Harding(Joel)	Yukon River retrospective  1991		20170106	
60	1015	216	128	73151-1	3013	1991-08-04	 1991	Harding(Joel)	Yukon River retrospective  1991		20170106	
61	1015	217	129	73155-2	3013	1991-08-05	 1991	Harding(Joel)	Yukon River retrospective  1991		20170106	
62	1015	218	130	73155-5	3013	1991-08-06	 1991	Harding(Joel)	Yukon River retrospective  1991		20170106	
63	1015	218	131	73156-1	3013	1991-08-06	 1991	Harding(Joel)	Yukon River retrospective  1991		20170106	
64	1015	218	132	73156-2	3013	1991-08-06	 1991	Harding(Joel)	Yukon River retrospective  1991		20170106	
65	1015	218	133	73156-8	3013	1991-08-06	 1991	Harding(Joel)	Yukon River retrospective  1991		20170106	
66	1015	218	134	73157-1	3013	1991-08-06	 1991	Harding(Joel)	Yukon River retrospective  1991		20170106	
67	1015	218	135	73157-2	3013	1991-08-06	 1991	Harding(Joel)	Yukon River retrospective  1991		20170106	
68	1015	218	136	73157-5	3013	1991-08-06	 1991	Harding(Joel)	Yukon River retrospective  1991		20170106	
69	1015	218	137	731576	3013	1991-08-06	 1991	Harding(Joel)	Yukon River retrospective  1991		20170106	
70	1015	218	138	73159-1	3013	1991-08-06	 1991	Harding(Joel)	Yukon River retrospective  1991		20170106	
71	1015	218	139	73159-6	3013	1991-08-06	 1991	Harding(Joel)	Yukon River retrospective  1991		20170106	
72	1015	219	140	73162-10	3013	1991-08-07	 1991	Harding(Joel)	Yukon River retrospective  1991		20170106	
73	1015	219	141	73163-10	3013	1991-08-07	 1991	Harding(Joel)	Yukon River retrospective  1991		20170106	
74	1015	219	142	73164-1	3013	1991-08-07	 1991	Harding(Joel)	Yukon River retrospective  1991		20170106	
75	1015	219	143	73164-10	3013	1991-08-07	 1991	Harding(Joel)	Yukon River retrospective  1991		20170106	
76	1015	221	144	73167-5	3013	1991-08-09	 1991	Harding(Joel)	Yukon River retrospective  1991		20170106	
77	1015	221	145	73167-6	3013	1991-08-09	 1991	Harding(Joel)	Yukon River retrospective  1991		20170106	
78	1015	222	146	73168-4	3013	1991-08-10	 1991	Harding(Joel)	Yukon River retrospective  1991		20170106	
79	1015	222	147	73168-6	3013	1991-08-10	 1991	Harding(Joel)	Yukon River retrospective  1991		20170106	
80	1015	223	148	73169-10	3013	1991-08-11	 1991	Harding(Joel)	Yukon River retrospective  1991		20170106	
81	1015	232	149	73171-9	3013	1991-08-20	 1991	Harding(Joel)	Yukon River retrospective  1991		20170106	
82	1015	239	150	73171-10	3013	1991-08-27	 1991	Harding(Joel)	Yukon River retrospective  1991		20170106	
83	1016	198	1	33751-8	3013	1992-07-16	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
84	1016	198	2	33752-3	3013	1992-07-16	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
85	1016	198	3	33752-4	3013	1992-07-16	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
86	1016	199	4	33755-7	3013	1992-07-17	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
87	1016	199	5	33755-10	3013	1992-07-17	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
88	1016	200	6	33756-8	3013	1992-07-18	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
89	1016	200	7	33757-2	3013	1992-07-18	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
90	1016	200	8	33757-10	3013	1992-07-18	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
91	1016	200	9	33758-1	3013	1992-07-18	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
92	1016	200	10	33759-3	3013	1992-07-18	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
93	1016	200	11	33759-6	3013	1992-07-18	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
94	1016	200	12	33759-10	3013	1992-07-18	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
95	1016	201	13	33760-3	3013	1992-07-19	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
96	1016	200	14	33761-2	3013	1992-07-18	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
1	1016	201	15	33761-10	3014	1992-07-19	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
2	1016	201	16	33762-4	3014	1992-07-19	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
3	1016	201	17	33762-7	3014	1992-07-19	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
4	1016	201	18	33764-2	3014	1992-07-19	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
5	1016	202	19	33765-6	3014	1992-07-20	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
6	1016	202	20	33769-10	3014	1992-07-20	 1992	Harding(Joel)	Yukon River retrospective  1992	33769-9 missing	20170106	
7	1016	202	21	33772-10	3014	1992-07-20	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
8	1016	203	22	33775-2	3014	1992-07-21	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
9	1016	203	23	33775-4	3014	1992-07-21	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
10	1016	203	24	33776-8	3014	1992-07-21	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
11	1016	203	25	33777-10	3014	1992-07-21	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
12	1016	203	26	33778-2	3014	1992-07-21	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
13	1016	203	27	33779-9	3014	1992-07-21	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
14	1016	203	28	33780-9	3014	1992-07-21	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
15	1016	203	29	33781-1	3014	1992-07-21	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
16	1016	203	30	33781-2	3014	1992-07-21	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
17	1016	203	31	33781-3	3014	1992-07-21	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
18	1016	203	32	33781-10	3014	1992-07-21	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
19	1016	203	33	33782-4	3014	1992-07-21	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
20	1016	203	34	33785-3	3014	1992-07-21	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
21	1016	204	35	33787-5	3014	1992-07-22	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
22	1016	204	36	33787-6	3014	1992-07-22	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
23	1016	204	37	33788-5	3014	1992-07-22	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
24	1016	204	38	33788-7	3014	1992-07-22	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
25	1016	204	39	33789-7	3014	1992-07-22	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
26	1016	204	40	33789-8	3014	1992-07-22	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
27	1016	204	41	33791-2	3014	1992-07-22	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
28	1016	204	42	33791-6	3014	1992-07-22	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
29	1016	204	43	33792-7	3014	1992-07-22	 1992	Harding(Joel)	Yukon River retrospective  1992	33792-5 missing	20170106	
30	1016	204	44	33793-3	3014	1992-07-22	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
31	1016	204	45	33794-3	3014	1992-07-22	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
32	1016	204	46	33795-2	3014	1992-07-22	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
33	1016	204	47	33795-3	3014	1992-07-22	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
34	1016	204	48	33795-7	3014	1992-07-22	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
35	1016	204	49	33797-8	3014	1992-07-22	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
36	1016	204	50	33798-1	3014	1992-07-22	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
37	1016	204	51	33798-3	3014	1992-07-22	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
38	1016	204	52	33799-2	3014	1992-07-22	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
39	1016	204	53	33799-9	3014	1992-07-22	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
40	1016	204	54	33800-2	3014	1992-07-22	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
41	1016	204	55	33800-6	3014	1992-07-22	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
42	1016	221	56	70666-4	3014	1992-08-08	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
43	1016	221	57	70666-10	3014	1992-08-08	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
44	1016	221	58	70667-5	3014	1992-08-08	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
45	1016	221	59	70667-9	3014	1992-08-08	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
46	1016	221	60	70668-7	3014	1992-08-08	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
47	1016	222	61	70668-10	3014	1992-08-09	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
49	1016	222	62	70669-4	3014	1992-08-09	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
50	1016	222	63	70670-6	3014	1992-08-09	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
51	1016	222	64	70670-8	3014	1992-08-09	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
52	1016	222	65	70686-3	3014	1992-08-09	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
53	1016	223	66	70686-8	3014	1992-08-10	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
54	1016	223	67	70686-10	3014	1992-08-10	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
55	1016	223	68	70687-1	3014	1992-08-10	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
56	1016	223	69	70688-4	3014	1992-08-10	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
57	1016	224	70	70688-9	3014	1992-08-11	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
58	1016	224	71	70688-10	3014	1992-08-11	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
59	1016	225	72	70690-1	3014	1992-08-12	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
60	1016	226	73	70691-6	3014	1992-08-13	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
61	1016	227	74	70691-9	3014	1992-08-14	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
62	1016	227	75	70692-5	3014	1992-08-14	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
63	1016	229	76	70693-1	3014	1992-08-16	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
64	1016	229	77	70693-4	3014	1992-08-16	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
65	1016	230	78	70693-6	3014	1992-08-17	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
66	1016	230	79	70693-9	3014	1992-08-17	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
67	1016	232	80	70694-5	3014	1992-08-19	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
68	1016	235	81	70695-3	3014	1992-08-22	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
69	1016	204	82	88301-10	3014	1992-07-22	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
70	1016	205	83	88303-3	3014	1992-07-23	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
71	1016	205	84	88303-5	3014	1992-07-23	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
72	1016	205	85	88304-3	3014	1992-07-23	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
73	1016	205	86	88304-9	3014	1992-07-23	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
74	1016	205	87	88305-2	3014	1992-07-23	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
75	1016	205	88	88305-6	3014	1992-07-23	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
76	1016	205	89	88305-8	3014	1992-07-23	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
77	1016	204	90	88307-6	3014	1992-07-22	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
78	1016	204	91	88307-7	3014	1992-07-22	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
79	1016	204	92	88307-8	3014	1992-07-22	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
80	1016	205	93	88308-1	3014	1992-07-23	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
81	1016	205	94	88308-9	3014	1992-07-23	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
82	1016	205	95	88309-1	3014	1992-07-23	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
83	1016	205	96	88311-3	3014	1992-07-23	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
84	1016	205	97	88311-4	3014	1992-07-23	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
85	1016	205	98	88313-7	3014	1992-07-23	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
86	1016	205	99	88313-8	3014	1992-07-23	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
87	1016	205	100	88314-1	3014	1992-07-23	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
88	1016	205	101	88314-8	3014	1992-07-23	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
89	1016	205	102	88314-10	3014	1992-07-23	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
90	1016	205	103	88316-3	3014	1992-07-23	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
91	1016	205	104	88317-5	3014	1992-07-23	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
92	1016	206	105	88319-1	3014	1992-07-24	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
93	1016	206	106	88319-4	3014	1992-07-24	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
94	1016	206	107	88319-8	3014	1992-07-24	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
95	1016	206	108	88319-10	3014	1992-07-24	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
96	1016	206	109	88320-3	3014	1992-07-24	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
1	1016	206	110	88320-9	3015	1992-07-24	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
2	1016	206	111	88321-3	3015	1992-07-24	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
3	1016	206	112	88322-3	3015	1992-07-24	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
4	1016	206	113	88323-1	3015	1992-07-24	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
5	1016	206	114	88323-3	3015	1992-07-24	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
6	1016	206	115	88323-8	3015	1992-07-24	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
7	1016	206	116	88324-6	3015	1992-07-24	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
8	1016	206	117	88325-6	3015	1992-07-24	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
9	1016	206	118	88325-8	3015	1992-07-24	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
10	1016	206	119	88325-10	3015	1992-07-24	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
11	1016	206	120	88326-1	3015	1992-07-24	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
12	1016	206	121	88326-6	3015	1992-07-24	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
13	1016	206	122	88326-7	3015	1992-07-24	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
14	1016	206	123	88326-8	3015	1992-07-24	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
15	1016	206	124	88326-10	3015	1992-07-24	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
16	1016	206	125	88327-3	3015	1992-07-24	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
17	1016	206	126	88327-4	3015	1992-07-24	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
18	1016	206	127	88327-9	3015	1992-07-24	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
19	1016	206	128	88328-1	3015	1992-07-24	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
20	1016	206	129	88328-6	3015	1992-07-24	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
21	1016	206	130	88328-7	3015	1992-07-24	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
22	1016	207	131	88330-8	3015	1992-07-25	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
23	1016	207	132	88331-1	3015	1992-07-25	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
24	1016	207	133	88331-3	3015	1992-07-25	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
25	1016	207	134	88333-6	3015	1992-07-25	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
26	1016	207	135	88333-10	3015	1992-07-25	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
27	1016	207	136	88334-6	3015	1992-07-25	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
28	1016	206	137	88335-1	3015	1992-07-24	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
29	1016	206	138	88335-3	3015	1992-07-24	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
30	1016	207	139	88335-6	3015	1992-07-25	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
31	1016	207	140	88335-8	3015	1992-07-25	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
32	1016	207	141	88336-1	3015	1992-07-25	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
33	1016	207	142	88336-3	3015	1992-07-25	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
34	1016	207	143	88336-8	3015	1992-07-25	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
35	1016	207	144	88337-5	3015	1992-07-25	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
36	1016	207	145	88337-7	3015	1992-07-25	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
37	1016	207	146	88337-10	3015	1992-07-25	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
38	1016	207	147	88338-1	3015	1992-07-25	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
39	1016	207	148	88338-4	3015	1992-07-25	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
40	1016	208	149	88338-6	3015	1992-07-26	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
41	1016	208	150	88338-7	3015	1992-07-26	 1992	Harding(Joel)	Yukon River retrospective  1992		20170106	
42	1017	175	1	32851-1	3015	1993-06-24	 1993	Harding(Joel)	Yukon River retrospective  1993		20170106	
43	1017	175	2	32851-2	3015	1993-06-24	 1993	Harding(Joel)	Yukon River retrospective  1993		20170106	
44	1017	179	3	32851-9	3015	1993-06-28	 1993	Harding(Joel)	Yukon River retrospective  1993		20170106	
45	1017	179	4	32852-2	3015	1993-06-28	 1993	Harding(Joel)	Yukon River retrospective  1993		20170106	
46	1017	182	5	32853-4	3015	1993-07-01	 1993	Harding(Joel)	Yukon River retrospective  1993		20170106	
47	1017	183	6	32853-10	3015	1993-07-02	 1993	Harding(Joel)	Yukon River retrospective  1993		20170106	
49	1017	183	7	32854-6	3015	1993-07-02	 1993	Harding(Joel)	Yukon River retrospective  1993		20170106	
50	1017	184	8	32854-10	3015	1993-07-03	 1993	Harding(Joel)	Yukon River retrospective  1993		20170106	
51	1017	184	9	32855-3	3015	1993-07-03	 1993	Harding(Joel)	Yukon River retrospective  1993		20170106	
52	1017	184	10	32856-4	3015	1993-07-03	 1993	Harding(Joel)	Yukon River retrospective  1993		20170106	
53	1017	184	11	32856-7	3015	1993-07-03	 1993	Harding(Joel)	Yukon River retrospective  1993		20170106	
54	1017	185	12	32857-7	3015	1993-07-04	 1993	Harding(Joel)	Yukon River retrospective  1993		20170106	
55	1017	186	13	32859-7	3015	1993-07-05	 1993	Harding(Joel)	Yukon River retrospective  1993		20170106	
56	1017	186	14	32860-4	3015	1993-07-05	 1993	Harding(Joel)	Yukon River retrospective  1993		20170106	
57	1017	187	15	32860-10	3015	1993-07-06	 1993	Harding(Joel)	Yukon River retrospective  1993		20170106	
58	1017	187	16	32862-1	3015	1993-07-06	 1993	Harding(Joel)	Yukon River retrospective  1993		20170106	
59	1017	187	17	32862-2	3015	1993-07-06	 1993	Harding(Joel)	Yukon River retrospective  1993		20170106	
60	1017	187	18	32862-4	3015	1993-07-06	 1993	Harding(Joel)	Yukon River retrospective  1993		20170106	
61	1017	188	19	32862-10	3015	1993-07-07	 1993	Harding(Joel)	Yukon River retrospective  1993		20170106	
62	1017	188	20	32863-4	3015	1993-07-07	 1993	Harding(Joel)	Yukon River retrospective  1993		20170106	
63	1017	188	21	32863-5	3015	1993-07-07	 1993	Harding(Joel)	Yukon River retrospective  1993		20170106	
64	1017	188	22	32863-8	3015	1993-07-07	 1993	Harding(Joel)	Yukon River retrospective  1993		20170106	
65	1017	188	23	32864-2	3015	1993-07-07	 1993	Harding(Joel)	Yukon River retrospective  1993		20170106	
66	1017	189	24	32864-5	3015	1993-07-08	 1993	Harding(Joel)	Yukon River retrospective  1993		20170106	
67	1017	189	25	32864-6	3015	1993-07-08	 1993	Harding(Joel)	Yukon River retrospective  1993		20170106	
68	1017	189	26	32866-7	3015	1993-07-08	 1993	Harding(Joel)	Yukon River retrospective  1993		20170106	
69	1017	189	27	32867-3	3015	1993-07-08	 1993	Harding(Joel)	Yukon River retrospective  1993		20170106	
70	1017	190	28	32868-7	3015	1993-07-09	 1993	Harding(Joel)	Yukon River retrospective  1993		20170106	
71	1017	191	29	32870-1	3015	1993-07-10	 1993	Harding(Joel)	Yukon River retrospective  1993		20170106	
72	1017	191	30	32870-4	3015	1993-07-10	 1993	Harding(Joel)	Yukon River retrospective  1993		20170106	
73	1017	191	31	32870-8	3015	1993-07-10	 1993	Harding(Joel)	Yukon River retrospective  1993		20170106	
74	1017	191	32	32871-7	3015	1993-07-10	 1993	Harding(Joel)	Yukon River retrospective  1993		20170106	
75	1017	192	33	32872-3	3015	1993-07-11	 1993	Harding(Joel)	Yukon River retrospective  1993		20170106	
76	1017	192	34	32872-10	3015	1993-07-11	 1993	Harding(Joel)	Yukon River retrospective  1993		20170106	
77	1017	192	35	32873-2	3015	1993-07-11	 1993	Harding(Joel)	Yukon River retrospective  1993		20170106	
78	1017	192	36	32873-6	3015	1993-07-11	 1993	Harding(Joel)	Yukon River retrospective  1993		20170106	
79	1017	193	37	32874-4	3015	1993-07-12	 1993	Harding(Joel)	Yukon River retrospective  1993		20170106	
80	1017	193	38	32874-9	3015	1993-07-12	 1993	Harding(Joel)	Yukon River retrospective  1993		20170106	
81	1017	194	39	32876-3	3015	1993-07-13	 1993	Harding(Joel)	Yukon River retrospective  1993		20170106	
82	1017	194	40	32878-3	3015	1993-07-13	 1993	Harding(Joel)	Yukon River retrospective  1993		20170106	
83	1017	195	41	32879-5	3015	1993-07-14	 1993	Harding(Joel)	Yukon River retrospective  1993		20170106	
84	1017	195	42	32879-9	3015	1993-07-14	 1993	Harding(Joel)	Yukon River retrospective  1993		20170106	
85	1017	196	43	32882-4	3015	1993-07-15	 1993	Harding(Joel)	Yukon River retrospective  1993		20170106	
86	1017	197	44	32883-1	3015	1993-07-16	 1993	Harding(Joel)	Yukon River retrospective  1993		20170106	
87	1017	197	45	32884-1	3015	1993-07-16	 1993	Harding(Joel)	Yukon River retrospective  1993		20170106	
88	1017	198	46	32884-9	3015	1993-07-17	 1993	Harding(Joel)	Yukon River retrospective  1993		20170106	
89	1017	199	47	32886-1	3015	1993-07-18	 1993	Harding(Joel)	Yukon River retrospective  1993		20170106	
90	1017	199	48	32886-3	3015	1993-07-18	 1993	Harding(Joel)	Yukon River retrospective  1993		20170106	
91	1017	200	49	32887-8	3015	1993-07-19	 1993	Harding(Joel)	Yukon River retrospective  1993		20170106	
92	1017	200	50	32888-2	3015	1993-07-19	 1993	Harding(Joel)	Yukon River retrospective  1993		20170106	
93	1017	201	51	32889-5	3015	1993-07-20	 1993	Harding(Joel)	Yukon River retrospective  1993		20170106	
94	1017	202	52	32890-6	3015	1993-07-21	 1993	Harding(Joel)	Yukon River retrospective  1993		20170106	
95	1017	202	53	32890-9	3015	1993-07-21	 1993	Harding(Joel)	Yukon River retrospective  1993		20170106	
96	1017	202	54	32891-5	3015	1993-07-21	 1993	Harding(Joel)	Yukon River retrospective  1993		20170106	
1	1017	202	55	32891-7	3016	1993-07-21	 1993	Harding(Joel)	Yukon River retrospective  1993		20170106	
