"Year","Sex","Gear","Length.Measurement.Type","0.4","1.1","1.2","1.3","1.4","1.5","1.6","2.1","2.2","2.3","2.4","2.5"
1982,"female","Fishwheel","Tip of snout to fork of tail",0,0,588.571428571429,702.5,0,947.5,0,0,0,0,861.5,1030
1982,"male","Fishwheel","Tip of snout to fork of tail",0,0,561.428571428571,694.9,879.473684210526,1062.5,0,0,570,740,810,0
1983,"female","Fishwheel","Tip of snout to fork of tail",0,0,590,847.5,918.194444444444,995.714285714286,0,0,0,830,0,876
1983,"male","Fishwheel","Tip of snout to fork of tail",0,0,581.219512195122,774.728682170543,880.277777777778,955,0,0,520,760.666666666667,0,890
1985,"female","Fishwheel","Tip of snout to fork of tail",0,0,0,743.333333333333,877.484662576687,986.111111111111,0,0,0,900,840,860
1985,"male","Fishwheel","Tip of snout to fork of tail",0,0,541.746031746032,713.666666666667,843.782051282051,1026.66666666667,0,620,555,735,890,855
1986,"female","Fishwheel","Tip of snout to fork of tail",0,0,590,761.4,893.186206896552,972.5,0,0,0,785,0,887.777777777778
1986,"male","Fishwheel","Tip of snout to fork of tail",0,0,540,739.473684210526,892.639593908629,1070.74074074074,0,0,0,770,0,847.777777777778
1987,"female","Fishwheel","Tip of snout to fork of tail",0,0,0,787.5,913.516483516484,1002.85714285714,0,0,0,900,907.142857142857,966.666666666667
1987,"male","Fishwheel","Tip of snout to fork of tail",0,0,0,754.358974358974,904.128440366972,1061.11111111111,0,0,590,758.333333333333,834,995
1988,"female","Fishwheel","Tip of snout to fork of tail",0,0,0,836.666666666667,895.2,974.5,990,0,0,620,910.588235294118,957.142857142857
1988,"male","Fishwheel","Tip of snout to fork of tail",0,0,591.428571428571,761.794871794872,944.137931034483,1073.125,0,0,0,755,890,0
1989,"female","Fishwheel","Tip of snout to fork of tail",0,0,727.142857142857,844.642857142857,0,0,1030,0,0,820,856.296296296296,920
1989,"male","Fishwheel","Tip of snout to fork of tail",0,0,616.875,781.578947368421,889.166666666667,1050.66666666667,0,0,645,775.5,837.272727272727,940
1990,"female","Fishwheel","Tip of snout to fork of tail",0,0,684,813.833333333333,900.75117370892,937.586206896552,0,0,0,826.666666666667,847.777777777778,910
1990,"male","Fishwheel","Tip of snout to fork of tail",0,0,623.952380952381,749.377162629758,886.4,1000.83333333333,0,0,588.333333333333,787.333333333333,845,0
1991,"female","Fishwheel","Tip of snout to fork of tail",0,0,605,784.356435643564,888.633720930233,958.166666666667,0,0,0,795,880,900
1991,"male","Fishwheel","Tip of snout to fork of tail",0,0,583.673469387755,769.706457925636,875.384615384615,1028.57142857143,0,0,565,730,0,0
1992,"female","Fishwheel","Tip of snout to fork of tail",0,0,774.615384615385,823.389830508475,0,941.25,0,0,0,770,863.333333333333,950
1992,"male","Fishwheel","Tip of snout to fork of tail",0,0,602.747252747253,753.395348837209,870.20618556701,1055,0,0,0,656,815,0
1993,"female","Fishwheel","Tip of snout to fork of tail",960,0,600,794.090909090909,0,965.588235294118,0,0,0,0,790,0
1993,"male","Fishwheel","Tip of snout to fork of tail",0,467.5,584.705882352941,744.46735395189,0,1078.33333333333,0,0,600,685,790,0
1994,"female","Fishwheel","Tip of snout to fork of tail",0,0,750,782.105263157895,903.731343283582,947.894736842105,0,0,0,730,866,1020
1994,"male","Fishwheel","Tip of snout to fork of tail",0,414.615384615385,588.3,759.157894736842,925.185185185185,1028,0,0,500,745,816.666666666667,0
1995,"female","Fishwheel","Tip of snout to fork of tail",0,510,569,792.678571428571,893.876651982379,945,0,0,0,0,850,0
1995,"male","Fishwheel","Tip of snout to fork of tail",0,477.222222222222,588.516666666667,743.669064748201,890.9375,1032.33333333333,0,0,620,800,0,0
1996,"female","Fishwheel","Tip of snout to fork of tail",0,0,786.666666666667,810.166666666667,898.103448275862,928.333333333333,0,0,0,770,908,0
1996,"male","Fishwheel","Tip of snout to fork of tail",0,580,688.620689655172,0,802.407407407407,805,0,0,700,745.581395348837,885,0
1997,"female","Fishwheel","Tip of snout to fork of tail",0,0,678,863.220338983051,898.586762075134,965.384615384615,0,0,920,863.333333333333,869.642857142857,0
1997,"male","Fishwheel","Tip of snout to fork of tail",0,0,616.641025641026,781.078066914498,0,1042,0,0,625.555555555556,786,860.952380952381,0
1998,"female","Fishwheel","Tip of snout to fork of tail",0,0,0,810.943396226415,0,921.666666666667,970,0,0,750,860,0
1998,"male","Fishwheel","Tip of snout to fork of tail",0,465,540.571428571429,752.710706150342,880,993.333333333333,350,0,540,724,0,0
1999,"female","Fishwheel","Tip of snout to fork of tail",0,0,0,827.567567567568,859.028340080972,863.333333333333,0,0,0,0,0,0
1999,"male","Fishwheel","Tip of snout to fork of tail",0,500,552.470588235294,732.905027932961,835.933333333333,935,0,0,0,0,0,0
2000,"female","Fishwheel","Tip of snout to fork of tail",0,0,810.833333333333,783.137254901961,852.651162790698,926.538461538462,0,0,0,0,0,0
2000,"male","Fishwheel","Tip of snout to fork of tail",0,467.5,569.028571428571,717.494407158837,815.705521472393,771.111111111111,0,0,0,0,0,0
